city_name,city_code,region,sector_name,delivery_delay,delivery_price,return_price,delivery_driver_price
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - AIN CHOK,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - SIDI MAAROUF,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - AIN SEBAA,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - ROCHES NOIRES,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - SIDI MOUMEN,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - HAY MOHAMMADI,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - SIDI BERNOUSSI,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - ANASSI,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - BEN M'SICK,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - MOULAY RACHID,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - SIDI OTHMANE,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - AIN DIAB,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - BOURGOGNE,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - SIDI BELYOUT,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - MERS SULTAN,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - ABDELMOUMEN,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - EMILE ZOLA,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - HABOUS,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - LA GIRONDE,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - EL FIDA,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - HAY HASSANI,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - OULFA,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - LISSASFA,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - OASIS,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - ANFA,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - DERB GHALLEF,24H,35.00,0.00,0.00
CASABLANCA VILLE,CASV,CASABLANCA-SETTAT,CASA - MAARIF,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,LAHRAOUYINE,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,TIT MELLIL,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,BIR JDID,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,EL MANSOURIA,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,MOHAMMEDIA,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,AIN HARROUDA,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,CHALLALATE,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,OULAD AZZOUZ,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,SIDI RAHAL PLAGE,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,DAR BOUAZZA,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,HED SOUALEM,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,DEROUA,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,NOUACEUR,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,BOUSKOURA,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,OULAD SALAH,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,AEROPORT MOHAMED V,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,MEDIOUNA,24H,35.00,0.00,0.00
CASABLANCA REGION,CASR,CASABLANCA-SETTAT,TAMARIS,24H,35.00,0.00,0.00
BERRECHID,BER,CASABLANCA-SETTAT,BERRECHID,24H,35.00,0.00,0.00
SETTAT,SET,CASABLANCA-SETTAT,SETTAT,24H,35.00,0.00,0.00
SETTAT REGION,SETR,CASABLANCA-SETTAT,OULAD MRAH,48H-72H,40.00,0.00,0.00
SETTAT REGION,SETR,CASABLANCA-SETTAT,BEN AHMED,48H-72H,40.00,0.00,0.00
SETTAT REGION,SETR,CASABLANCA-SETTAT,SIDI EL MEKKI,48H-72H,40.00,0.00,0.00
SETTAT REGION,SETR,CASABLANCA-SETTAT,EL GARA,48H-72H,40.00,0.00,0.00
SETTAT REGION,SETR,CASABLANCA-SETTAT,GUISSER,48H-72H,40.00,0.00,0.00
SETTAT REGION,SETR,CASABLANCA-SETTAT,FOUM OUDI,48H-72H,40.00,0.00,0.00
EL JADIDA,ELJ,CASABLANCA-SETTAT,EL JADIDA,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - CENTRE,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - MAZAGAN,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - HAY EL MATAR,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - HAY SALAM,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - HAY MOULAY ABDELLAH,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - ESAFAA,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - SIDI BOUZID,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - HAOUZIA,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - HAY AL QODS,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - HAY NOUR,24H,35.00,0.00,0.00
EL JADIDA VILLE,ELJV,CASABLANCA-SETTAT,EL JADIDA - HAY AL MANAR,24H,35.00,0.00,0.00
EL JADIDA REGION,ELJR,CASABLANCA-SETTAT,AZMMOUR,48H,40.00,0.00,0.00
EL JADIDA REGION,ELJR,CASABLANCA-SETTAT,OUALIDIA,48H,40.00,0.00,0.00
EL JADIDA REGION,ELJR,CASABLANCA-SETTAT,KHEMIS DES ZEMAMRA,48H,40.00,0.00,0.00
EL JADIDA REGION,ELJR,CASABLANCA-SETTAT,SIDI BENNOUR,48H,40.00,0.00,0.00
EL JADIDA REGION,ELJR,CASABLANCA-SETTAT,SIDI SMAIL,48H,40.00,0.00,0.00
EL JADIDA REGION,ELJR,CASABLANCA-SETTAT,SEBT BEN SASSI,48H,40.00,0.00,0.00
TANGER,TAN,TANGER-TETOUAN-AL HOCEIMA,TANGER,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,CENTRE VILLE,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,IBERIA,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,MALABATA,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,DRADEB,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,SIDI DRISS,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,COMPLEXE HASSANI,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,MGHOGHA,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,BNI MAKADA,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,MESSNANA,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,BRANESSE,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,BOUKHALEF,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,AL AOUAMA,24H,35.00,0.00,0.00
TANGER VILLE,TANV,TANGER-TETOUAN-AL HOCEIMA,GZENAYA,24H,35.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,ASSILAH,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,LARACHE,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,KHEMIS SAHEL,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,KSAR EL KEBIR,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,FNIDEQ,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,MELLOUSSA,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,KSAR SGHIR,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,STEHAT,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,CHEFCHAOUEN,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,BAB BERRED,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,BAB TAZA,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,AZLA,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,OUED LAOU,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,MARTIL,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,MDIQ,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,TETOUAN,48H,40.00,0.00,0.00
TANGER REGION,TANR,TANGER-TETOUAN-AL HOCEIMA,AIN LAHCEN,48H,40.00,0.00,0.00
AL HOCEIMA,ALH,TANGER-TETOUAN-AL HOCEIMA,AL HOCEIMA,24H,40.00,0.00,0.00
AL HOCEIMA VILLE,ALHV,TANGER-TETOUAN-AL HOCEIMA,AL HOCEIMA - MIRADOR,24H,40.00,0.00,0.00
AL HOCEIMA VILLE,ALHV,TANGER-TETOUAN-AL HOCEIMA,AL HOCEIMA - BADES,24H,40.00,0.00,0.00
AL HOCEIMA VILLE,ALHV,TANGER-TETOUAN-AL HOCEIMA,AL HOCEIMA - SIDI MANSOUR,24H,40.00,0.00,0.00
AL HOCEIMA VILLE,ALHV,TANGER-TETOUAN-AL HOCEIMA,AL HOCEIMA - CALA BONITA,24H,40.00,0.00,0.00
AL HOCEIMA VILLE,ALHV,TANGER-TETOUAN-AL HOCEIMA,AL HOCEIM - BOUGIBAR,24H,40.00,0.00,0.00
AL HOCEIMA VILLE,ALHV,TANGER-TETOUAN-AL HOCEIMA,AL HOCEIMA - SIDI ABID,24H,40.00,0.00,0.00
AL HOCEIMA VILLE,ALHV,TANGER-TETOUAN-AL HOCEIMA,AL HOCEIMA - AL MARSA,24H,40.00,0.00,0.00
AL HOCEIMA VILLE,ALHV,TANGER-TETOUAN-AL HOCEIMA,AL HOCEIMA - BARRIO HADOU,24H,40.00,0.00,0.00
AL HOCEIMA VILLE,ALHV,TANGER-TETOUAN-AL HOCEIMA,AL HOCEIMA - HAY ELMANZAH,24H,40.00,0.00,0.00
AL HOCEIMA REGION,ALHR,TANGER-TETOUAN-AL HOCEIMA,IMZOUREN,48H-72H,45.00,0.00,0.00
AL HOCEIMA REGION,ALHR,TANGER-TETOUAN-AL HOCEIMA,BNI BOUAYACH,48H-72H,45.00,0.00,0.00
AL HOCEIMA REGION,ALHR,TANGER-TETOUAN-AL HOCEIMA,AJDIR,48H-72H,45.00,0.00,0.00
AL HOCEIMA REGION,ALHR,TANGER-TETOUAN-AL HOCEIMA,BOUKIDAN,48H-72H,45.00,0.00,0.00
AL HOCEIMA REGION,ALHR,TANGER-TETOUAN-AL HOCEIMA,TARGUIST,48H-72H,45.00,0.00,0.00
AL HOCEIMA REGION,ALHR,TANGER-TETOUAN-AL HOCEIMA,ISSAGUEN,48H-72H,45.00,0.00,0.00
AL HOCEIMA REGION,ALHR,TANGER-TETOUAN-AL HOCEIMA,BNI HADIFA,48H-72H,45.00,0.00,0.00
AL HOCEIMA REGION,ALHR,TANGER-TETOUAN-AL HOCEIMA,BENI ABDEELAH,48H-72H,45.00,0.00,0.00
AL HOCEIMA REGION,ALHR,TANGER-TETOUAN-AL HOCEIMA,TIZI OUASLI,48H-72H,45.00,0.00,0.00
AL HOCEIMA REGION,ALHR,TANGER-TETOUAN-AL HOCEIMA,AKNOUL,48H-72H,45.00,0.00,0.00
AGADIR,AGA,SOUSS-MASSA,AGADIR,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,TALBORJT,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,VILLE NOUVELLE,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,DAKHLA AGADIR,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,BENSERGAOU,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,FOUNTY,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,AIT SOUSS,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,CHARAF,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,RIAD ASSALAM,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,EL HOUDA,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,DOUAR AHLAKA,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,HAY MOHAMMADI,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,TASSILA,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,TILILA,24H,35.00,0.00,0.00
AGADIR VILLE,AGAV,SOUSS-MASSA,AEREPORT AGADIR,24H,35.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,TAGHAZOUTE,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,TAMRAGHT,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,TADDARTE,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,TIKIOUINE,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,AOURIR,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,GUELMIM,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,TAROUDANT,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,AOULOUZ,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,AIT IAAZA,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,NOUARA,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,OULAD TEIMA,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,ISSEN,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,KSIBA AHL RMEL,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,SEBT KFIFATE,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,Sebt El Guerdane,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,AGADIR MELLOUL,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,TIZNIT,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,TNINE AGLOU,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,SIDI IFNI,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,TAFRAOUT,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,AIT MELLOUL,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,INEZGANE,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,TEMSIA,48H-72H,45.00,0.00,0.00
REGION AGADIR,REGA,SOUSS-MASSA,AIT AMIRA,48H-72H,45.00,0.00,0.00
